timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-23T14:45:07,codecarbon,13a118f5-83ca-40a1-abbc-ceee6bec0744,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,199.24794540001312,0.0002167101336985,1.0876404936745715e-06,7.5,0.0,2.7804923057556152,0.0004150691049998,0,0.0001537985513816,0.0005688676563814,Germany,DEU,bremen,,,Windows-10-10.0.19045-SP0,3.13.0,2.8.3,4,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,,,8.8314,53.0685,7.414646148681641,machine,N,1.0
2025-02-23T14:52:05,codecarbon,8fcc5a9b-a967-4d93-9bc3-b5684339238b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,209.3201456000097,0.00022766268941475592,1.087629137473452e-06,7.5,0.0,2.7804923057556152,0.00043605158874985737,0,0.00016156670607821963,0.000597618294828077,Germany,DEU,bremen,,,Windows-10-10.0.19045-SP0,3.13.0,2.8.3,4,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,,,8.8314,53.0685,7.414646148681641,machine,N,1.0
